mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.11483430862426758,0.026616693587797974,0.006357908248901367,0.007605633264371745,gini,2,2,50,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.5925925925925926,0.4444444444444444,0.46153846153846156,0.5,0.06645264792282106,39,0.9811320754716981,1.0,0.9814814814814815,0.9875378523177266,0.00881322357903219
0.20469244321187338,0.02110872780764591,0.011016925175984701,0.00912002541731301,gini,2,2,100,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.6296296296296297,0.37037037037037035,0.46153846153846156,0.4875,0.10801440562888742,65,1.0,1.0,1.0,1.0,0.0
0.3074311415354411,0.031314549117107,0.014118830362955729,0.0032438287970157874,gini,2,2,150,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.5925925925925926,0.4074074074074074,0.46153846153846156,0.4875,0.07817644317699717,65,1.0,1.0,1.0,1.0,0.0
0.4513079325358073,0.10876367820781736,0.03549687067667643,0.013387805423758553,gini,2,2,200,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.5925925925925926,0.4074074074074074,0.5,0.5,0.07607257743127308,39,1.0,1.0,1.0,1.0,0.0
0.08574461936950684,0.011879153267482618,0.006323099136352539,0.008942212554859365,gini,2,3,50,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 50}",0.6296296296296297,0.4074074074074074,0.4230769230769231,0.4875,0.10164468376600785,65,1.0,1.0,1.0,1.0,0.0
0.23178545633951822,0.04005415941497725,0.028484900792439777,0.008310033408906998,gini,2,3,100,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 100}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,1.0,1.0,0.0
0.41669289271036786,0.0006459679482679944,0.016782283782958984,0.005401713751590311,gini,2,3,150,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,1.0,1.0,0.0
0.5384296576182047,0.13268199098452954,0.03482262293497721,0.005371492455327149,gini,2,3,200,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 200}",0.6296296296296297,0.37037037037037035,0.4230769230769231,0.475,0.11243073207833132,86,1.0,1.0,1.0,1.0,0.0
0.16810123125712076,0.01631142246319462,0.014541149139404297,0.0024103235639866285,gini,2,4,50,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 50}",0.6296296296296297,0.3333333333333333,0.5,0.4875,0.12202477738679265,65,1.0,0.9811320754716981,1.0,0.9937106918238993,0.008894424920585502
0.29819544156392414,0.051694396803638513,0.0226290225982666,0.007565539653681688,gini,2,4,100,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.5925925925925926,0.37037037037037035,0.5,0.4875,0.09169822689024479,65,1.0,1.0,1.0,1.0,0.0
0.3269089063008626,0.05775673192092168,0.026648759841918945,0.005658619959884103,gini,2,4,150,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.5367848873138428,0.0788937323776463,0.0304717222849528,0.019109330696044983,gini,2,4,200,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 200}",0.5925925925925926,0.4074074074074074,0.46153846153846156,0.4875,0.07817644317699717,65,1.0,1.0,1.0,1.0,0.0
0.15764196713765463,0.0410273584879681,0.010224262873331705,0.007957367041616138,gini,2,5,50,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,1.0,1.0,0.0
0.2278881072998047,0.04953615002779666,0.02268354098002116,0.002405097853029182,gini,2,5,100,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.35654433568318683,0.07361112571451069,0.013793865839640299,0.009757357592643656,gini,2,5,150,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.5384615384615384,0.525,0.09176374036395885,6,1.0,1.0,1.0,1.0,0.0
0.5535848140716553,0.03430437747315457,0.03384788831075033,0.013871987302403705,gini,2,5,200,"{'criterion': 'gini', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,1.0,1.0,0.0
0.08063284556070964,0.00493981191183745,0.003435373306274414,0.004858351521547777,gini,3,2,50,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}",0.5925925925925926,0.37037037037037035,0.5,0.4875,0.09169822689024479,65,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.23244667053222656,0.06392229156203738,0.017099539438883465,0.001027009983834214,gini,3,2,100,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,0.9622641509433962,0.9811320754716981,0.9814814814814815,0.9749592359655254,0.008977913971861994
0.3142381509145101,0.0301817246821396,0.02137025197347005,0.006249014606965918,gini,3,2,150,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.3668843110402425,0.058366178296567844,0.02154986063639323,0.005217587862503084,gini,3,2,200,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,0.9811320754716981,0.9811320754716981,1.0,0.9874213836477987,0.008894424920585502
0.09920334815979004,0.024244023910311063,0.001292864481608073,0.0018283864842005976,gini,3,3,50,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 50}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,0.9433962264150944,0.9811320754716981,0.9814814814814815,0.9686699277894246,0.01787177489803475
0.2792336146036784,0.0997543273780383,0.024476369222005207,0.009418490096395908,gini,3,3,100,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 100}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.4019003709157308,0.04248494220377329,0.029256661732991535,0.008699299969701408,gini,3,3,150,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 150}",0.6296296296296297,0.37037037037037035,0.5,0.5,0.10650160840378231,39,0.9622641509433962,1.0,0.9814814814814815,0.9812485441416259,0.01540647636242456
0.40876197814941406,0.10528526446241042,0.03914904594421387,0.004042915753356425,gini,3,3,200,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.10616246859232585,0.03975203251502718,0.011377652486165365,0.0047857236345135515,gini,3,4,50,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 50}",0.6296296296296297,0.37037037037037035,0.46153846153846156,0.4875,0.10801440562888742,65,0.9622641509433962,0.9811320754716981,0.9444444444444444,0.9626135569531796,0.014979700286670884
0.1882657210032145,0.021413648941595215,0.017444690068562824,0.0013548667052057672,gini,3,4,100,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}",0.6666666666666666,0.3333333333333333,0.5,0.5,0.13693063937629152,39,1.0,0.9622641509433962,0.9814814814814815,0.9812485441416259,0.01540647636242456
0.36232995986938477,0.10656998262109504,0.017700592676798504,0.0013464422577696687,gini,3,4,150,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 150}",0.6296296296296297,0.37037037037037035,0.5769230769230769,0.525,0.11243073207833132,6,0.9811320754716981,1.0,1.0,0.9937106918238993,0.008894424920585502
0.34313782056172687,0.026272513224172823,0.027926921844482422,0.010906314801138942,gini,3,4,200,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 200}",0.5925925925925926,0.37037037037037035,0.46153846153846156,0.475,0.09176374036395882,86,0.9433962264150944,1.0,0.9814814814814815,0.9749592359655254,0.023564119064665864
0.10582963625590007,0.03329759419670129,0.0,0.0,gini,3,5,50,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 50}",0.6666666666666666,0.37037037037037035,0.5769230769230769,0.5375,0.1247522473519945,2,0.9622641509433962,0.9811320754716981,0.9444444444444444,0.9626135569531796,0.014979700286670884
0.2507634162902832,0.014927951291257471,0.006616751352945964,0.007989022268689252,gini,3,5,100,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.5925925925925926,0.4074074074074074,0.46153846153846156,0.4875,0.07817644317699717,65,0.9811320754716981,1.0,0.9814814814814815,0.9875378523177266,0.00881322357903219
0.2819525400797526,0.0615656027237909,0.02388914426167806,0.006860691081644877,gini,3,5,150,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 150}",0.6296296296296297,0.37037037037037035,0.5,0.5,0.10650160840378231,39,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.527508815129598,0.05878694756149251,0.030466159184773762,0.01488907834977893,gini,3,5,200,"{'criterion': 'gini', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.2796306610107422,0.03035361000757317,0.007983684539794922,0.007415858693470214,entropy,1,2,50,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.6296296296296297,0.3333333333333333,0.34615384615384615,0.4375,0.13723102414761756,96,1.0,1.0,1.0,1.0,0.0
0.521705706914266,0.05840987948848335,0.02354590098063151,0.00938059750271513,entropy,1,2,100,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5555555555555556,0.37037037037037035,0.5,0.475,0.07802539947326746,86,1.0,1.0,1.0,1.0,0.0
0.7485738595326742,0.12928748528914216,0.024555683135986328,0.007051235720550275,entropy,1,2,150,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.6666666666666666,0.4074074074074074,0.46153846153846156,0.5125,0.11221870498846326,18,1.0,1.0,1.0,1.0,0.0
0.9103894233703613,0.08989919304361149,0.03287839889526367,0.0007800534896660214,entropy,1,2,200,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.1944573720296224,0.027280391484844485,0.011103630065917969,0.007852787842937081,entropy,1,3,50,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 50}",0.5555555555555556,0.37037037037037035,0.46153846153846156,0.4625,0.0760755032433713,94,1.0,1.0,1.0,1.0,0.0
0.5715187390645345,0.10077967790421005,0.01194000244140625,0.010623717906929812,entropy,1,3,100,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",0.6296296296296297,0.37037037037037035,0.46153846153846156,0.4875,0.10801440562888742,65,1.0,1.0,1.0,1.0,0.0
0.6906951268513998,0.1178044564280737,0.018179893493652344,0.001033303279576473,entropy,1,3,150,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.769544760386149,0.03729740872114577,0.028666098912556965,0.015459579377947692,entropy,1,3,200,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.2311420440673828,0.05470633221742144,0.003802140553792318,0.005377038737221846,entropy,1,4,50,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}",0.5925925925925926,0.4074074074074074,0.5384615384615384,0.5125,0.07817644317699717,18,1.0,1.0,1.0,1.0,0.0
0.431333065032959,0.029578621848778273,0.016672611236572266,0.0073109195664690626,entropy,1,4,100,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.6666666666666666,0.4074074074074074,0.5,0.525,0.1079051366641946,6,1.0,1.0,1.0,1.0,0.0
0.7782613436381022,0.11461974599516035,0.027753750483194988,0.010655041538332457,entropy,1,4,150,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 150}",0.6666666666666666,0.37037037037037035,0.46153846153846156,0.5,0.12460764634269247,39,1.0,1.0,1.0,1.0,0.0
0.8082354863484701,0.1394503013081582,0.02975328763326009,0.017959230227139408,entropy,1,4,200,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,1.0,1.0,0.0
0.23317488034566244,0.0009445139574088773,0.010804971059163412,0.007653126870154397,entropy,1,5,50,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.6296296296296297,0.4444444444444444,0.5384615384615384,0.5375,0.0760755032433713,2,1.0,1.0,1.0,1.0,0.0
0.37520742416381836,0.048612250114212066,0.016091108322143555,0.0012914681747993096,entropy,1,5,100,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.6666666666666666,0.4074074074074074,0.46153846153846156,0.5125,0.11221870498846326,18,1.0,1.0,1.0,1.0,0.0
0.7943639755249023,0.07609785730772405,0.02217443784077962,0.0035088054933278133,entropy,1,5,150,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.9554847876230875,0.05424441682761054,0.03134854634602865,0.008151674683893887,entropy,1,5,200,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.6296296296296297,0.37037037037037035,0.46153846153846156,0.4875,0.10801440562888742,65,1.0,1.0,1.0,1.0,0.0
0.2605678240458171,0.04059205340470829,0.014160394668579102,0.0070106161951445254,entropy,2,2,50,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.5925925925925926,0.4074074074074074,0.4230769230769231,0.475,0.08417311898767896,86,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.39702431360880536,0.021721532641224974,0.011579434076944986,0.008196749788351353,entropy,2,2,100,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5925925925925926,0.4074074074074074,0.5,0.5,0.07607257743127308,39,1.0,1.0,1.0,1.0,0.0
0.6640357176462809,0.041654469893931595,0.02576756477355957,0.018541241360847227,entropy,2,2,150,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.6296296296296297,0.3333333333333333,0.5,0.4875,0.12202477738679265,65,1.0,1.0,1.0,1.0,0.0
0.7725613117218018,0.12301621421036397,0.02740200360616048,0.013562293915179066,entropy,2,2,200,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.5925925925925926,0.4074074074074074,0.46153846153846156,0.4875,0.07817644317699717,65,1.0,1.0,1.0,1.0,0.0
0.2028381029764811,0.03714114831610139,0.009685039520263672,0.006912310468163754,entropy,2,3,50,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 50}",0.6666666666666666,0.4074074074074074,0.5,0.525,0.1079051366641946,6,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.4373948574066162,0.1120687738940432,0.009137868881225586,0.005162863734993374,entropy,2,3,100,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 100}",0.5925925925925926,0.37037037037037035,0.5,0.4875,0.09169822689024479,65,1.0,1.0,1.0,1.0,0.0
0.745325485865275,0.054428011774308414,0.022063414255777996,0.004550285511397976,entropy,2,3,150,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 150}",0.7037037037037037,0.4074074074074074,0.46153846153846156,0.525,0.12943692432577877,6,1.0,1.0,1.0,1.0,0.0
1.032260576883952,0.052045656835380115,0.033790906270345054,0.009294497721990251,entropy,2,3,200,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.5,0.5125,0.09169822689024482,18,1.0,1.0,1.0,1.0,0.0
0.2551589012145996,0.02360704224234442,0.0009670257568359375,0.0007662237524886997,entropy,2,4,50,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 50}",0.6296296296296297,0.4074074074074074,0.4230769230769231,0.4875,0.10164468376600785,65,0.9811320754716981,1.0,1.0,0.9937106918238993,0.008894424920585502
0.4093034267425537,0.03578076880314486,0.0174862543741862,0.00048447282343616724,entropy,2,4,100,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.6296296296296297,0.4074074074074074,0.5384615384615384,0.525,0.09176374036395885,6,1.0,1.0,1.0,1.0,0.0
0.6583886941274008,0.03091775593115002,0.030058860778808594,0.008535206309368645,entropy,2,4,150,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 150}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.9229793548583984,0.07588909283583119,0.03568204243977865,0.0008939626912291758,entropy,2,4,200,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 200}",0.6666666666666666,0.4074074074074074,0.46153846153846156,0.5125,0.11221870498846326,18,1.0,1.0,1.0,1.0,0.0
0.2941602865854899,0.016550873851229855,0.013658603032430014,0.005287107093579694,entropy,2,5,50,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.6666666666666666,0.4074074074074074,0.46153846153846156,0.5125,0.11221870498846326,18,1.0,1.0,1.0,1.0,0.0
0.4633817672729492,0.11600199731949798,0.01978000005086263,0.0033552456881538184,entropy,2,5,100,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.6296296296296297,0.37037037037037035,0.46153846153846156,0.4875,0.10801440562888742,65,1.0,1.0,1.0,1.0,0.0
0.7410726547241211,0.12636598676116975,0.02734239896138509,0.008614791805199598,entropy,2,5,150,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.6666666666666666,0.4074074074074074,0.5384615384615384,0.5375,0.10650369828925071,2,1.0,1.0,1.0,1.0,0.0
0.7951583862304688,0.06704636032194022,0.027734756469726562,0.016497164417078124,entropy,2,5,200,"{'criterion': 'entropy', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
0.24460721015930176,0.028079672611688013,0.016719261805216473,0.002791574961995609,entropy,3,2,50,"{'criterion': 'entropy', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}",0.6666666666666666,0.4074074074074074,0.5,0.525,0.1079051366641946,6,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.4629043738047282,0.10142217765409976,0.022858540217081707,0.008458638614410402,entropy,3,2,100,"{'criterion': 'entropy', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,0.9811320754716981,1.0,0.9814814814814815,0.9875378523177266,0.00881322357903219
0.6271373430887858,0.07168021668469378,0.022711753845214844,0.00775177806491436,entropy,3,2,150,"{'criterion': 'entropy', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}",0.6296296296296297,0.37037037037037035,0.46153846153846156,0.4875,0.10801440562888742,65,1.0,1.0,0.9814814814814815,0.9938271604938271,0.008729713347982055
0.8047308921813965,0.11794311815095274,0.03363307317097982,0.01545607505734932,entropy,3,2,200,"{'criterion': 'entropy', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",0.6296296296296297,0.4074074074074074,0.46153846153846156,0.5,0.09510827537908596,39,1.0,1.0,1.0,1.0,0.0
